periodo;codigo;nome;turma;siape;horario;matricula;nota;situacao
2;ECT2101;PRÉ-CÁLCULO;6;1508148-8;2356N34 (30/07/2018 - 05/10/2018);20180136218;1.50;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2276754-3;36N12 (30/07/2018 - 15/12/2018);20180136218;0.50;REPROVADO
2;ECT2103;CÁLCULO I;6;6350665-5;2356N34 (08/10/2018 - 15/12/2018);20180136218;0.20;REPROVADO
2;ECT2104;QUÍMICA GERAL;06B;1255011-8;7T12  25N12 (30/07/2018 - 22/12/2018);20180136218;5.90;APROVADO POR NOTA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (30/07/2018 - 15/12/2018);20180136218;6.90;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (30/07/2018 - 15/12/2018);20180136218;5.00;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;6;1508148-8;2356N34 (30/07/2018 - 05/10/2018);20180107824;5.20;APROVADO POR NOTA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2276754-3;36N12 (30/07/2018 - 15/12/2018);20180107824;2.50;REPROVADO
2;ECT2103;CÁLCULO I;6;6350665-5;2356N34 (08/10/2018 - 15/12/2018);20180107824;5.30;APROVADO POR NOTA
2;ECT2104;QUÍMICA GERAL;06B;1255011-8;7T12  25N12 (30/07/2018 - 22/12/2018);20180107824;6.20;APROVADO POR NOTA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (30/07/2018 - 15/12/2018);20180107824;6.70;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (30/07/2018 - 15/12/2018);20180107824;5.60;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;6;1508148-8;2356N34 (30/07/2018 - 05/10/2018);20180146500;0.00;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2276754-3;36N12 (30/07/2018 - 15/12/2018);20180146500;6.20;APROVADO POR NOTA
2;ECT2103;CÁLCULO I;6;6350665-5;2356N34 (08/10/2018 - 15/12/2018);20180146500;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2104;QUÍMICA GERAL;06B;1255011-8;7T12  25N12 (30/07/2018 - 22/12/2018);20180146500;6.50;APROVADO POR NOTA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (30/07/2018 - 15/12/2018);20180146500;6.60;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (30/07/2018 - 15/12/2018);20180146500;1.80;REPROVADO
2;ECT2101;PRÉ-CÁLCULO;6;1508148-8;2356N34 (30/07/2018 - 05/10/2018);20180136245;5.50;APROVADO POR NOTA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2276754-3;36N12 (30/07/2018 - 15/12/2018);20180136245;1.20;REPROVADO
2;ECT2103;CÁLCULO I;6;6350665-5;2356N34 (08/10/2018 - 15/12/2018);20180136245;-;DESISTENCIA
2;ECT2104;QUÍMICA GERAL;06B;1255011-8;7T12  25N12 (30/07/2018 - 22/12/2018);20180136245;8.10;APROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (30/07/2018 - 15/12/2018);20180136245;5.70;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (30/07/2018 - 15/12/2018);20180136245;6.60;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;6;1508148-8;2356N34 (30/07/2018 - 05/10/2018);20180042677;2.30;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2276754-3;36N12 (30/07/2018 - 15/12/2018);20180042677;1.80;REPROVADO
2;ECT2103;CÁLCULO I;6;6350665-5;2356N34 (08/10/2018 - 15/12/2018);20180042677;0.20;REPROVADO
2;ECT2104;QUÍMICA GERAL;06B;1255011-8;7T12  25N12 (30/07/2018 - 22/12/2018);20180042677;5.90;APROVADO POR NOTA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (30/07/2018 - 15/12/2018);20180042677;5.90;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (30/07/2018 - 15/12/2018);20180042677;2.80;REPROVADO
2;ECT2101;PRÉ-CÁLCULO;6;1508148-8;2356N34 (30/07/2018 - 05/10/2018);20180105703;2.90;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2276754-3;36N12 (30/07/2018 - 15/12/2018);20180105703;0.70;REPROVADO
2;ECT2103;CÁLCULO I;6;6350665-5;2356N34 (08/10/2018 - 15/12/2018);20180105703;0.30;REPROVADO
2;ECT2104;QUÍMICA GERAL;06B;1255011-8;7T12  25N12 (30/07/2018 - 22/12/2018);20180105703;6.20;APROVADO POR NOTA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (30/07/2018 - 15/12/2018);20180105703;7.00;APROVADO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (30/07/2018 - 15/12/2018);20180105703;6.40;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;6;1508148-8;2356N34 (30/07/2018 - 05/10/2018);20180136307;1.10;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2276754-3;36N12 (30/07/2018 - 15/12/2018);20180136307;0.00;REPROVADO
2;ECT2103;CÁLCULO I;6;6350665-5;2356N34 (08/10/2018 - 15/12/2018);20180136307;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2104;QUÍMICA GERAL;06B;1255011-8;7T12  25N12 (30/07/2018 - 22/12/2018);20180136307;0.30;REPROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (30/07/2018 - 15/12/2018);20180136307;1.70;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (30/07/2018 - 15/12/2018);20180136307;1.70;REPROVADO
2;ECT2101;PRÉ-CÁLCULO;6;1508148-8;2356N34 (30/07/2018 - 05/10/2018);20180041938;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2276754-3;36N12 (30/07/2018 - 15/12/2018);20180041938;0.20;REPROVADO
2;ECT2103;CÁLCULO I;6;6350665-5;2356N34 (08/10/2018 - 15/12/2018);20180041938;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2104;QUÍMICA GERAL;06B;1255011-8;7T12  25N12 (30/07/2018 - 22/12/2018);20180041938;1.50;REPROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (30/07/2018 - 15/12/2018);20180041938;4.70;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (30/07/2018 - 15/12/2018);20180041938;3.40;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2101;PRÉ-CÁLCULO;6;1508148-8;2356N34 (30/07/2018 - 05/10/2018);20180136263;2.20;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2276754-3;36N12 (30/07/2018 - 15/12/2018);20180136263;5.20;APROVADO POR NOTA
2;ECT2103;CÁLCULO I;6;6350665-5;2356N34 (08/10/2018 - 15/12/2018);20180136263;2.60;REPROVADO
2;ECT2104;QUÍMICA GERAL;06B;1255011-8;7T12  25N12 (30/07/2018 - 22/12/2018);20180136263;7.40;APROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (30/07/2018 - 15/12/2018);20180136263;6.90;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (30/07/2018 - 15/12/2018);20180136263;5.80;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;6;1508148-8;2356N34 (30/07/2018 - 05/10/2018);20180136129;5.10;APROVADO POR NOTA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2276754-3;36N12 (30/07/2018 - 15/12/2018);20180136129;7.30;APROVADO
2;ECT2103;CÁLCULO I;6;6350665-5;2356N34 (08/10/2018 - 15/12/2018);20180136129;2.50;REPROVADO
2;ECT2104;QUÍMICA GERAL;06B;1255011-8;7T12  25N12 (30/07/2018 - 22/12/2018);20180136129;9.30;APROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (30/07/2018 - 15/12/2018);20180136129;7.00;APROVADO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (30/07/2018 - 15/12/2018);20180136129;7.30;APROVADO
2;ECT2101;PRÉ-CÁLCULO;6;1508148-8;2356N34 (30/07/2018 - 05/10/2018);20180136165;0.60;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2276754-3;36N12 (30/07/2018 - 15/12/2018);20180136165;0.00;REPROVADO
2;ECT2103;CÁLCULO I;6;6350665-5;2356N34 (08/10/2018 - 15/12/2018);20180136165;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2104;QUÍMICA GERAL;06B;1255011-8;7T12  25N12 (30/07/2018 - 22/12/2018);20180136165;0.80;REPROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (30/07/2018 - 15/12/2018);20180136165;5.60;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (30/07/2018 - 15/12/2018);20180136165;5.60;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;6;1508148-8;2356N34 (30/07/2018 - 05/10/2018);20180041778;5.00;APROVADO POR NOTA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2276754-3;36N12 (30/07/2018 - 15/12/2018);20180041778;0.30;REPROVADO
2;ECT2103;CÁLCULO I;6;6350665-5;2356N34 (08/10/2018 - 15/12/2018);20180041778;0.00;REPROVADO
2;ECT2104;QUÍMICA GERAL;06B;1255011-8;7T12  25N12 (30/07/2018 - 22/12/2018);20180041778;5.30;APROVADO POR NOTA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (30/07/2018 - 15/12/2018);20180041778;5.80;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (30/07/2018 - 15/12/2018);20180041778;5.50;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;6;1508148-8;2356N34 (30/07/2018 - 05/10/2018);20180041750;1.80;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2276754-3;36N12 (30/07/2018 - 15/12/2018);20180041750;4.80;REPROVADO
2;ECT2103;CÁLCULO I;6;6350665-5;2356N34 (08/10/2018 - 15/12/2018);20180041750;0.50;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2104;QUÍMICA GERAL;06B;1255011-8;7T12  25N12 (30/07/2018 - 22/12/2018);20180041750;5.90;APROVADO POR NOTA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (30/07/2018 - 15/12/2018);20180041750;5.90;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (30/07/2018 - 15/12/2018);20180041750;5.00;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;6;1508148-8;2356N34 (30/07/2018 - 05/10/2018);20180041698;5.20;APROVADO POR NOTA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2276754-3;36N12 (30/07/2018 - 15/12/2018);20180041698;10.00;APROVADO
2;ECT2103;CÁLCULO I;6;6350665-5;2356N34 (08/10/2018 - 15/12/2018);20180041698;7.60;APROVADO
2;ECT2104;QUÍMICA GERAL;06B;1255011-8;7T12  25N12 (30/07/2018 - 22/12/2018);20180041698;9.80;APROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (30/07/2018 - 15/12/2018);20180041698;6.50;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (30/07/2018 - 15/12/2018);20180041698;7.30;APROVADO
2;ECT2101;PRÉ-CÁLCULO;6;1508148-8;2356N34 (30/07/2018 - 05/10/2018);20180136183;1.10;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2101;PRÉ-CÁLCULO;6;1508148-8;2356N34 (30/07/2018 - 05/10/2018);20180136414;1.70;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2276754-3;36N12 (30/07/2018 - 15/12/2018);20180136183;0.20;REPROVADO
2;ECT2103;CÁLCULO I;6;6350665-5;2356N34 (08/10/2018 - 15/12/2018);20180136183;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2104;QUÍMICA GERAL;06A;1255011-8;7M56  25N12 (30/07/2018 - 22/12/2018);20180136183;1.20;REPROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (30/07/2018 - 15/12/2018);20180136183;5.40;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (30/07/2018 - 15/12/2018);20180136183;5.30;APROVADO POR NOTA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2276754-3;36N12 (30/07/2018 - 15/12/2018);20180136414;0.70;REPROVADO
2;ECT2103;CÁLCULO I;6;6350665-5;2356N34 (08/10/2018 - 15/12/2018);20180136414;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2104;QUÍMICA GERAL;06B;1255011-8;7T12  25N12 (30/07/2018 - 22/12/2018);20180136414;6.20;APROVADO POR NOTA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (30/07/2018 - 15/12/2018);20180136414;6.70;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (30/07/2018 - 15/12/2018);20180136414;5.90;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;6;1508148-8;2356N34 (30/07/2018 - 05/10/2018);20180041535;-;CANCELADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2276754-3;36N12 (30/07/2018 - 15/12/2018);20180041535;-;CANCELADO
2;ECT2103;CÁLCULO I;6;6350665-5;2356N34 (08/10/2018 - 15/12/2018);20180041535;-;CANCELADO
2;ECT2104;QUÍMICA GERAL;06A;1255011-8;7M56  25N12 (30/07/2018 - 22/12/2018);20180041535;-;DESISTENCIA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (30/07/2018 - 15/12/2018);20180041535;-;CANCELADO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (30/07/2018 - 15/12/2018);20180041535;-;CANCELADO
2;ECT2101;PRÉ-CÁLCULO;6;1508148-8;2356N34 (30/07/2018 - 05/10/2018);20180136138;2.00;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2276754-3;36N12 (30/07/2018 - 15/12/2018);20180136138;0.30;REPROVADO
2;ECT2103;CÁLCULO I;6;6350665-5;2356N34 (08/10/2018 - 15/12/2018);20180136138;0.00;REPROVADO
2;ECT2104;QUÍMICA GERAL;06B;1255011-8;7T12  25N12 (30/07/2018 - 22/12/2018);20180136138;3.90;REPROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (30/07/2018 - 15/12/2018);20180136138;6.50;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (30/07/2018 - 15/12/2018);20180136138;1.10;REPROVADO
2;ECT2101;PRÉ-CÁLCULO;6;1508148-8;2356N34 (30/07/2018 - 05/10/2018);20180136479;1.10;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2276754-3;36N12 (30/07/2018 - 15/12/2018);20180136479;1.80;REPROVADO
2;ECT2103;CÁLCULO I;6;6350665-5;2356N34 (08/10/2018 - 15/12/2018);20180136479;0.60;REPROVADO
2;ECT2104;QUÍMICA GERAL;06A;1255011-8;7M56  25N12 (30/07/2018 - 22/12/2018);20180136479;6.40;APROVADO POR NOTA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (30/07/2018 - 15/12/2018);20180136479;6.50;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (30/07/2018 - 15/12/2018);20180136479;6.40;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;6;1508148-8;2356N34 (30/07/2018 - 05/10/2018);20180041590;-;DESISTENCIA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2276754-3;36N12 (30/07/2018 - 15/12/2018);20180041590;-;DESISTENCIA
2;ECT2103;CÁLCULO I;6;6350665-5;2356N34 (08/10/2018 - 15/12/2018);20180041590;-;DESISTENCIA
2;ECT2104;QUÍMICA GERAL;06B;1255011-8;7T12  25N12 (30/07/2018 - 22/12/2018);20180041590;-;DESISTENCIA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (30/07/2018 - 15/12/2018);20180041590;5.20;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (30/07/2018 - 15/12/2018);20180041590;-;TRANCADO
2;ECT2101;PRÉ-CÁLCULO;6;1508148-8;2356N34 (30/07/2018 - 05/10/2018);20180136156;2.00;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2276754-3;36N12 (30/07/2018 - 15/12/2018);20180136156;3.30;REPROVADO
2;ECT2103;CÁLCULO I;6;6350665-5;2356N34 (08/10/2018 - 15/12/2018);20180136156;6.30;APROVADO POR NOTA
2;ECT2104;QUÍMICA GERAL;06A;1255011-8;7M56  25N12 (30/07/2018 - 22/12/2018);20180136156;5.40;APROVADO POR NOTA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (30/07/2018 - 15/12/2018);20180136156;5.80;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (30/07/2018 - 15/12/2018);20180136156;2.00;REPROVADO
2;ECT2101;PRÉ-CÁLCULO;6;1508148-8;2356N34 (30/07/2018 - 05/10/2018);20180136595;-;CANCELADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2276754-3;36N12 (30/07/2018 - 15/12/2018);20180136595;-;CANCELADO
2;ECT2103;CÁLCULO I;6;6350665-5;2356N34 (08/10/2018 - 15/12/2018);20180136595;-;CANCELADO
2;ECT2104;QUÍMICA GERAL;06A;1255011-8;7M56  25N12 (30/07/2018 - 22/12/2018);20180136595;-;CANCELADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (30/07/2018 - 15/12/2018);20180136595;-;CANCELADO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (30/07/2018 - 15/12/2018);20180136595;-;CANCELADO
2;ECT2101;PRÉ-CÁLCULO;6;1508148-8;2356N34 (30/07/2018 - 05/10/2018);20180146528;0.80;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2276754-3;36N12 (30/07/2018 - 15/12/2018);20180146528;-;EXCLUIDA
2;ECT2103;CÁLCULO I;6;6350665-5;2356N34 (08/10/2018 - 15/12/2018);20180146528;0.20;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2104;QUÍMICA GERAL;06A;1255011-8;7M56  25N12 (30/07/2018 - 22/12/2018);20180146528;1.90;REPROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (30/07/2018 - 15/12/2018);20180146528;5.00;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (30/07/2018 - 15/12/2018);20180146528;6.50;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;6;1508148-8;2356N34 (30/07/2018 - 05/10/2018);20180136049;-;CANCELADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2276754-3;36N12 (30/07/2018 - 15/12/2018);20180136049;-;CANCELADO
2;ECT2103;CÁLCULO I;6;6350665-5;2356N34 (08/10/2018 - 15/12/2018);20180136049;-;CANCELADO
2;ECT2104;QUÍMICA GERAL;06A;1255011-8;7M56  25N12 (30/07/2018 - 22/12/2018);20180136049;-;CANCELADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (30/07/2018 - 15/12/2018);20180136049;-;CANCELADO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (30/07/2018 - 15/12/2018);20180136049;-;CANCELADO
2;ECT2101;PRÉ-CÁLCULO;6;1508148-8;2356N34 (30/07/2018 - 05/10/2018);20180136281;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2276754-3;36N12 (30/07/2018 - 15/12/2018);20180136281;0.00;REPROVADO
2;ECT2103;CÁLCULO I;6;6350665-5;2356N34 (08/10/2018 - 15/12/2018);20180136281;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2104;QUÍMICA GERAL;06A;1255011-8;7M56  25N12 (30/07/2018 - 22/12/2018);20180136281;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (30/07/2018 - 15/12/2018);20180136281;0.70;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (30/07/2018 - 15/12/2018);20180136281;0.90;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2101;PRÉ-CÁLCULO;6;1508148-8;2356N34 (30/07/2018 - 05/10/2018);20180136147;-;EXCLUIDA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2276754-3;36N12 (30/07/2018 - 15/12/2018);20180136147;-;EXCLUIDA
2;ECT2103;CÁLCULO I;6;6350665-5;2356N34 (08/10/2018 - 15/12/2018);20180136147;0.60;REPROVADO
2;ECT2104;QUÍMICA GERAL;06A;1255011-8;7M56  25N12 (30/07/2018 - 22/12/2018);20180136147;7.90;APROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (30/07/2018 - 15/12/2018);20180136147;-;EXCLUIDA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (30/07/2018 - 15/12/2018);20180136147;5.30;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;6;1508148-8;2356N34 (30/07/2018 - 05/10/2018);20180110801;0.00;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2276754-3;36N12 (30/07/2018 - 15/12/2018);20180110801;0.50;REPROVADO
2;ECT2103;CÁLCULO I;6;6350665-5;2356N34 (08/10/2018 - 15/12/2018);20180110801;0.00;REPROVADO
2;ECT2104;QUÍMICA GERAL;06A;1255011-8;7M56  25N12 (30/07/2018 - 22/12/2018);20180110801;6.50;APROVADO POR NOTA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (30/07/2018 - 15/12/2018);20180110801;6.30;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (30/07/2018 - 15/12/2018);20180110801;7.40;APROVADO
2;ECT2101;PRÉ-CÁLCULO;6;1508148-8;2356N34 (30/07/2018 - 05/10/2018);20180110768;-;EXCLUIDA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2276754-3;36N12 (30/07/2018 - 15/12/2018);20180110768;0.00;CANCELADO
2;ECT2103;CÁLCULO I;6;6350665-5;2356N34 (08/10/2018 - 15/12/2018);20180110768;-;EXCLUIDA
2;ECT2104;QUÍMICA GERAL;06A;1255011-8;7M56  25N12 (30/07/2018 - 22/12/2018);20180110768;2.20;CANCELADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (30/07/2018 - 15/12/2018);20180110768;-;EXCLUIDA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (30/07/2018 - 15/12/2018);20180110768;2.00;CANCELADO
2;ECT2101;PRÉ-CÁLCULO;6;1508148-8;2356N34 (30/07/2018 - 05/10/2018);20180040814;-;CANCELADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2276754-3;36N12 (30/07/2018 - 15/12/2018);20180040814;-;CANCELADO
2;ECT2103;CÁLCULO I;6;6350665-5;2356N34 (08/10/2018 - 15/12/2018);20180040814;-;CANCELADO
2;ECT2104;QUÍMICA GERAL;06A;1255011-8;7M56  25N12 (30/07/2018 - 22/12/2018);20180040814;-;CANCELADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (30/07/2018 - 15/12/2018);20180040814;-;CANCELADO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (30/07/2018 - 15/12/2018);20180040814;-;CANCELADO
2;ECT2101;PRÉ-CÁLCULO;6;1508148-8;2356N34 (30/07/2018 - 05/10/2018);20180095492;-;CANCELADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2276754-3;36N12 (30/07/2018 - 15/12/2018);20180095492;-;CANCELADO
2;ECT2103;CÁLCULO I;6;6350665-5;2356N34 (08/10/2018 - 15/12/2018);20180095492;-;CANCELADO
2;ECT2104;QUÍMICA GERAL;06A;1255011-8;7M56  25N12 (30/07/2018 - 22/12/2018);20180095492;-;CANCELADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (30/07/2018 - 15/12/2018);20180095492;-;CANCELADO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (30/07/2018 - 15/12/2018);20180095492;-;CANCELADO
2;ECT2101;PRÉ-CÁLCULO;6;1508148-8;2356N34 (30/07/2018 - 05/10/2018);20180110703;-;EXCLUIDA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2276754-3;36N12 (30/07/2018 - 15/12/2018);20180110703;0.00;REPROVADO
2;ECT2103;CÁLCULO I;6;6350665-5;2356N34 (08/10/2018 - 15/12/2018);20180110703;-;EXCLUIDA
2;ECT2104;QUÍMICA GERAL;06A;1255011-8;7M56  25N12 (30/07/2018 - 22/12/2018);20180110703;2.20;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (30/07/2018 - 15/12/2018);20180110703;0.50;REPROVADO POR MÉDIA E POR FALTAS
