periodo,codigo,nome,turma,siape,horario,matricula,nota,situacao
1,ECT2205,PRÁTICAS DE LEITURA E ESCRITA II,2,3030343-7,2T56 (11/02/2019 - 29/06/2019),20180041713,7.70,APROVADO
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,3,2565098-1,25M34 (11/02/2019 - 29/06/2019),20180041713,-,INDEFERIDO
1,ECT2103,CÁLCULO I,3,1091102-4,2356M56 (22/04/2019 - 29/06/2019),20180041713,-,DESISTENCIA
1,ECT2101,PRÉ-CÁLCULO,3,1672787-0,2356M56 (11/02/2019 - 19/04/2019),20180041713,-,INDEFERIDO
1,ECT2104,QUÍMICA GERAL,03A,3432383-1,36M34  3T12 (11/02/2019 - 29/06/2019),20180041713,-,INDEFERIDO
1,ECT2402,INTRODUÇÃO À FÍSICA CLÁSSICA III,3,1717472-6,35N12 (11/02/2019 - 29/06/2019),20170038376,7.50,APROVADO
1,ECT2413,MECÂNICA DOS FLUIDOS,3,3068002-8,35N34 (11/02/2019 - 29/06/2019),20170038376,7.90,APROVADO
1,ECT2411,CIÊNCIA E TECNOLOGIA DOS MATERIAIS,03B,"1718775-5,3057895-9","46N34 (11/02/2019 - 10/03/2019), 7M56  46N34 (11/03/2019 - 27/04/2019),  46N34 (28/04/2019 - 08/06/2019)",20170038376,7.30,APROVADO
1,DCA1202,PROGRAMAÇAO AVANÇADA,02A,350751-5,345T56,20180001763,-,CANCELADO
1,DCA0212.1,CIRCUITOS DIGITAIS - LABORATÓRIO,1,3046428-7,6T12,20180001763,-,INDEFERIDO
1,DCA0212.0,CIRCUITOS DIGITAIS - TEORIA,1,2413302-9,35M34,20180001763,-,INDEFERIDO
1,ECT2412,MECÂNICA DOS SÓLIDOS,1,2087565-9,46T34 (11/02/2019 - 29/06/2019),20180001763,-,CANCELADO
1,ECT2412,MECÂNICA DOS SÓLIDOS,3,1752508-1,46M34 (11/02/2019 - 29/06/2019),20170045138,3.80,REPROVADO
1,ECT2401,COMPUTAÇÃO NUMÉRICA,01D,4523538-6,3M56  46T12 (11/02/2019 - 15/06/2019),20170045138,5.10,APROVADO POR NOTA
1,ECT2413,MECÂNICA DOS FLUIDOS,1,1271737-3,35T12 (11/02/2019 - 29/06/2019),20170045138,5.70,APROVADO POR NOTA
1,ECT2402,INTRODUÇÃO À FÍSICA CLÁSSICA III,2,1328776-3,35T56 (11/02/2019 - 29/06/2019),20170045138,5.20,APROVADO POR NOTA
1,ECT2416,EXPRESSÃO GRÁFICA,01B,"1772123-9,2321426-2","46M56 (11/02/2019 - 12/05/2019),  36T34 (13/05/2019 - 29/06/2019)",20170045138,8.00,APROVADO
1,DCA0103,ANALISE DE SINAIS E SISTEMAS,2,1149639-0,246T56,20170045138,-,INDEFERIDO
1,ECT2207,PROBABILIDADE E ESTATÍSTICA,2,1753234-7,46T56 (11/02/2019 - 29/06/2019),2014098389,5.80,APROVADO POR NOTA
1,ECT2103,CÁLCULO I,3,1091102-4,2356M56 (22/04/2019 - 29/06/2019),20180042757,-,INDEFERIDO
1,ECT2306,MEIO AMBIENTE E DESENVOLVIMENTO URBANO,5,1615358-0,35N12 (11/02/2019 - 29/06/2019),20180042757,7.40,APROVADO
1,ECT2205,PRÁTICAS DE LEITURA E ESCRITA II,5,2087054-1,2N12 (11/02/2019 - 29/06/2019),20180042757,7.20,APROVADO
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,3,2565098-1,25M34 (11/02/2019 - 29/06/2019),20180042757,-,INDEFERIDO
1,CIV0348,LEGISLACAO E SEGURANCA DO TRABALHO,1,1330408-1,24N34,20180042757,7.50,APROVADO
1,ECT2203,LÓGICA DE PROGRAMAÇÃO,03C,1434796-4,4M56  46T34 (11/02/2019 - 15/06/2019),20180042757,5.00,APROVADO POR NOTA
1,ECT2206,"GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO",2,1753123-5,35T12 (11/02/2019 - 29/06/2019),20180042757,8.20,APROVADO
1,ECT2101,PRÉ-CÁLCULO,7,1246519-6,246T56 (11/03/2019 - 15/06/2019),20180042757,5.20,APROVADO POR NOTA
1,DEB0902,ÓRTESES E PRÓTESES,1,4099026-7,46N34,2014098389,6.90,APROVADO POR NOTA
1,ECT2205,PRÁTICAS DE LEITURA E ESCRITA II,2,3030343-7,2T56 (11/02/2019 - 29/06/2019),20180135711,6.10,APROVADO POR NOTA
1,DBG0011,BIOLOGIA CELULAR E MOLECULAR,1,2294466-6,24M34,2016019230,4.20,REPROVADO
1,FST0302,FUNDAMENTOS DE EPIDEMIOLOGIA E SAUDE PUBLICA,1,350637-3,3M123,2016019230,-,INDEFERIDO
1,MOR0041,EMBRIOLOGIA I,1,3492786-9,2M56,2016019230,-,INDEFERIDO
1,ECT2402,INTRODUÇÃO À FÍSICA CLÁSSICA III,1,1328776-3,35T34 (11/02/2019 - 29/06/2019),20170041291,7.50,APROVADO
1,MEC1505,CAD PARA ENGENHARIA I,3,3357809-7,35T12 (11/02/2019 - 29/06/2019),20170041291,5.40,APROVADO POR NOTA
1,DCA0118,PROCESSAMENTO DIGITAL DE SINAIS,2,1543191-8,24T34,20170041291,0.20,REPROVADO
1,DCA1202,PROGRAMAÇAO AVANÇADA,01A,1279464-5,246M12,20170041291,0.80,REPROVADO POR MÉDIA E POR FALTAS
1,DCA0414,INTRODUCAO A ROBOTICA,1,1242315-9,35M12,20170041291,5.70,APROVADO POR NOTA
1,DCO1003,REDES DE COMPUTADORES,1,1804383-8,35N12,2015081902,-,INDEFERIDO
1,DCO1001,SINAIS E SISTEMAS LINEARES,1,1668928-5,35N34,2015081902,5.10,APROVADO POR NOTA
1,ECT2414,ELETRICIDADE APLICADA,02D,1569480-3,"35T56 4T12 (11/02/2019 - 31/03/2019),  35T56 (01/04/2019 - 15/06/2019)",2015081902,-,INDEFERIDO
1,ECT2411,CIÊNCIA E TECNOLOGIA DOS MATERIAIS,01B,"1718775-5,2254759-4","24T56 (11/02/2019 - 10/03/2019),  2T3456 4T56 (11/03/2019 - 27/04/2019),  24T56 (28/04/2019 - 08/06/2019)",2015081902,-,DESISTENCIA
1,ECT1503,MATEMÁTICA FINANCEIRA,1,1753123-5,35T34 (11/02/2019 - 29/06/2019),2014066240,8.30,APROVADO
1,CIV1105,ECOLOGIA APLICADA À ENGENHARIA AMBIENTAL,1,1177742-9,24T34,2014066240,7.90,APROVADO
1,ECT2204,INTRODUÇÃO À FÍSICA CLÁSSICA I,2,2913810-0,35T34 (11/02/2019 - 29/06/2019),20180087973,2.20,REPROVADO
1,ECT2206,"GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO",3,"1753896-5,2410576-9",35T34 (11/02/2019 - 29/06/2019),20180134821,6.90,APROVADO POR NOTA
1,QUI1000,QUÍMICA AMBIENTAL,1,3149615-8,46T12,20180134821,8.30,APROVADO
1,CAC1103,METEOROLOGIA E CLIMATOLOGIA,1,2276514-1,35T12,20180134821,-,INDEFERIDO
1,CIV1101,GEOLOGIA AMBIENTAL,1,3060504-2,35T56,20160142218,6.40,APROVADO POR NOTA
1,CIV1105,ECOLOGIA APLICADA À ENGENHARIA AMBIENTAL,1,1177742-9,24T34,20160142218,6.90,APROVADO POR NOTA
1,CIV1202,GESTÃO AMBIENTAL,1,3064594-0,24M12,20160142218,8.60,APROVADO
1,CIV0348,LEGISLACAO E SEGURANCA DO TRABALHO,3,1330408-1,24N12,2015017652,7.90,APROVADO
1,ECT1553,"EMPREENDEDORISMO, NEGÓCIOS E GESTÃO DE PROJETOS INOVADORES",1,1753067-1,5N1234 (11/02/2019 - 29/06/2019),2015017652,9.50,APROVADO
1,DCA0212.0,CIRCUITOS DIGITAIS - TEORIA,1,2413302-9,35M34,2016009459,7.60,APROVADO
1,ECT2207,PROBABILIDADE E ESTATÍSTICA,2,1753234-7,46T56 (11/02/2019 - 29/06/2019),20170039453,7.00,APROVADO
1,DEB0504,INTRODUÇÃO À ENGENHARIA BIOMÉDICA,1,1752038-1,36N34,20170039453,7.70,APROVADO
1,ECT2416,EXPRESSÃO GRÁFICA,02A,2321426-2,46M12 (11/02/2019 - 29/06/2019),2015007960,-,INDEFERIDO
1,ECT2203,LÓGICA DE PROGRAMAÇÃO,04C,1312423-6,7T12  46N34 (11/02/2019 - 15/06/2019),20160146208,5.00,APROVADO POR NOTA
1,ECT2301,CÁLCULO III,2,1753781-1,46M56 (11/02/2019 - 29/06/2019),20160146208,0.00,REPROVADO
1,MTR0301,ESTRUTURA DOS MATERIAIS,1,1938946-1,35T12,2014075203,5.80,APROVADO POR NOTA
1,ECT2402,INTRODUÇÃO À FÍSICA CLÁSSICA III,2,1328776-3,35T56 (11/02/2019 - 29/06/2019),2014075203,5.10,APROVADO POR NOTA
1,MEC1701,PROCESSOS DE FABRICAÇÃO MECÂNICA II,1,2613355-7,35M34 (11/02/2019 - 29/06/2019),2016014833,6.60,APROVADO POR NOTA
1,MEC1704,MECÂNICA DOS SÓLIDOS III,1,3046530-5,46M34 (11/02/2019 - 29/06/2019),2016014833,5.00,APROVADO POR NOTA
1,MEC1703,VIBRAÇÕES DE SISTEMAS MECÂNICOS,1,347304-1,35M12 (11/02/2019 - 29/06/2019),2016014833,6.30,APROVADO POR NOTA
1,MEC1705,CAD PARA ENGENHARIA II,2,350690-0,2M1234 (11/02/2019 - 29/06/2019),2016014833,8.60,APROVADO
1,MEC1602,SISTEMAS TÉRMICOS II,1,1770049-5,35T34 (11/02/2019 - 29/06/2019),2016014833,5.10,APROVADO POR NOTA
1,ELE0515,CIRCUITOS LOGICOS,2,1149336-6,46N34,2015007941,6.70,APROVADO POR NOTA
1,ECT2416,EXPRESSÃO GRÁFICA,02A,2321426-2,46M12 (11/02/2019 - 29/06/2019),2015007941,4.60,REPROVADO
1,CIV0348,LEGISLACAO E SEGURANCA DO TRABALHO,2,1149549-1,35M34,2015007941,9.90,APROVADO
1,DCO1007,CIRCUITOS PARA COMUNICAÇÕES,1,2524053-8,24T56,2015007941,5.40,APROVADO POR NOTA
1,DCO1005,PRINCÍPIOS DE TELECOMUNICAÇÕES,1,1412682-8,35N34,2015007941,4.80,REPROVADO
1,DCO1008,PROCESSAMENTO DIGITAL DE SINAIS,1,1668928-5,35N12,2015007941,-,DESISTENCIA
1,MTR0303,NANOMATERIAIS,1,1883170-4,24T34,2016090209,7.70,APROVADO
1,MTR0305,PROPRIEDADES FÍSICAS DOS MATERIAIS,1,1298936-5,24T12,2016090209,8.50,APROVADO
1,MTR0302,ENGENHARIA DOS MATERIAIS EXPERIMENTAL,1,"1652765-0,1300987-9,1639676-8",35T56,2016090209,8.20,APROVADO
1,MTR0922,QUIMICA APLICADA PARA ENGENHARIA DE MATERIAIS,1,1883170-4,24T56,2016090209,8.40,APROVADO
1,MTR0301,ESTRUTURA DOS MATERIAIS,1,1938946-1,35T12,2016090209,7.60,APROVADO
1,MEC1505,CAD PARA ENGENHARIA I,1,1792669-8,35M3456 (11/02/2019 - 16/04/2019),2016011715,0.20,REPROVADO POR MÉDIA E POR FALTAS
1,ECT2301,CÁLCULO III,4,2583622-8,46N12 (11/02/2019 - 29/06/2019),20170039453,0.20,REPROVADO POR MÉDIA E POR FALTAS
1,ECT2303,LINGUAGEM DE PROGRAMAÇÃO,02A,"1805797-9,2836616-8",46M34  4T34 (11/02/2019 - 29/06/2019),20170039453,0.20,REPROVADO
1,DCA0212.1,CIRCUITOS DIGITAIS - LABORATÓRIO,1,3046428-7,6T12,20170032550,9.50,APROVADO
1,ECT2414,ELETRICIDADE APLICADA,02D,1569480-3,"35T56 4T12 (11/02/2019 - 31/03/2019),  35T56 (01/04/2019 - 15/06/2019)",20170032550,5.00,APROVADO POR NOTA
1,DCA0212.0,CIRCUITOS DIGITAIS - TEORIA,1,2413302-9,35M34,20170032550,6.70,APROVADO POR NOTA
1,DFS0028,FISIOLOGIA,1,"3014548-3,2998660-7",2N12 4N34,2016092802,5.80,APROVADO POR NOTA
1,DEB0503,SISTEMAS DE INFORMAÇÃO NA SAÚDE,1,2613423-5,3N12 5N34,2016092802,7.10,APROVADO
1,ECT2103,CÁLCULO I,7,2646069-8,35T56 (11/02/2019 - 29/06/2019),20170115920,6.00,APROVADO POR NOTA
1,ECT2204,INTRODUÇÃO À FÍSICA CLÁSSICA I,2,2913810-0,35T34 (11/02/2019 - 29/06/2019),20180109542,0.00,REPROVADO POR MÉDIA E POR FALTAS
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,2,2565098-1,25M56 (11/02/2019 - 29/06/2019),20180109542,-,INDEFERIDO
1,MEC1604,MECÂNICA DOS SÓLIDOS II,1,1338331-2,24T34 (11/02/2019 - 29/06/2019),2016011715,0.80,REPROVADO
1,MEC1602,SISTEMAS TÉRMICOS II,1,1770049-5,35T34 (11/02/2019 - 29/06/2019),2016011715,2.00,REPROVADO
1,PRO1504,HIGIENE E SEGURANÇA DO TRABALHO,2,1149448-6,35T34,2016012697,7.70,APROVADO
1,MTR0303,NANOMATERIAIS,1,1883170-4,24T34,2016012697,5.80,APROVADO POR NOTA
1,MTR0351,FÍSICA DE POLÍMEROS,1,1755267-4,24N34,2016012697,5.50,APROVADO POR NOTA
1,MTR0302,ENGENHARIA DOS MATERIAIS EXPERIMENTAL,1,"1652765-0,1300987-9,1639676-8",35T56,2016012697,7.00,APROVADO
1,ECT2301,CÁLCULO III,2,1753781-1,46M56 (11/02/2019 - 29/06/2019),20180030774,6.00,APROVADO POR NOTA
1,ECT2306,MEIO AMBIENTE E DESENVOLVIMENTO URBANO,1,1717461-1,35M56 (11/02/2019 - 29/06/2019),20180030774,8.90,APROVADO
1,ECT2416,EXPRESSÃO GRÁFICA,02A,2321426-2,46M12 (11/02/2019 - 29/06/2019),20180030774,5.00,APROVADO POR NOTA
1,ECT2307,FÍSICA EXPERIMENTAL I,01A,1330358-1,2M345 (25/02/2019 - 01/06/2019),20180030774,5.30,APROVADO POR NOTA
1,ECT2303,LINGUAGEM DE PROGRAMAÇÃO,03C,"1170845-1,1845280-1",46M34  5T12 (11/02/2019 - 29/06/2019),20180030774,5.70,APROVADO POR NOTA
1,ECT2304,INTRODUÇÃO À FÍSICA CLÁSSICA II,1,1648476-4,35M34 (11/02/2019 - 29/06/2019),20180030774,9.10,APROVADO
1,ECT2206,"GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO",2,1753123-5,35T12 (11/02/2019 - 29/06/2019),20180038450,5.00,APROVADO POR NOTA
1,ECT2101,PRÉ-CÁLCULO,3,1672787-0,2356M56 (11/02/2019 - 19/04/2019),20180038450,-,INDEFERIDO
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,3,2565098-1,25M34 (11/02/2019 - 29/06/2019),20180038450,-,INDEFERIDO
1,ECT2203,LÓGICA DE PROGRAMAÇÃO,01B,1943220-0,3M34  46T12 (11/02/2019 - 15/06/2019),20180038450,-,INDEFERIDO
1,ECT2103,CÁLCULO I,3,1091102-4,2356M56 (22/04/2019 - 29/06/2019),20180038450,-,INDEFERIDO
1,ECT2302,METODOLOGIA CIENTÍFICA E TECNOLÓGICA,2,1544724-5,5M12 (11/02/2019 - 29/06/2019),20180038450,6.80,APROVADO POR NOTA
1,ECT2305,PRÁTICA DE LEITURA EM INGLÊS,4,1319338-6,2N12 (11/02/2019 - 29/06/2019),20180032053,8.80,APROVADO
1,ECT2207,PROBABILIDADE E ESTATÍSTICA,1,1914304-6,46T34 (11/02/2019 - 29/06/2019),20170116187,-,INDEFERIDO
1,ECT2306,MEIO AMBIENTE E DESENVOLVIMENTO URBANO,2,1672409-9,35M56 (11/02/2019 - 29/06/2019),20170116187,7.70,APROVADO
1,ECT2202,ÁLGEBRA LINEAR,2,1756325-1,46T56 (11/02/2019 - 29/06/2019),20170116187,-,DESISTENCIA
1,ECT2302,METODOLOGIA CIENTÍFICA E TECNOLÓGICA,3,3242299-9,3M34 (11/02/2019 - 29/06/2019),20170116187,7.70,APROVADO
1,ECT2201,CÁLCULO II,3,2141197-4,35T12 (11/02/2019 - 29/06/2019),20170116187,6.00,APROVADO POR NOTA
1,ECT2204,INTRODUÇÃO À FÍSICA CLÁSSICA I,3,1808127-6,35T56 (11/02/2019 - 29/06/2019),20170116187,6.60,APROVADO POR NOTA
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,7,4857669-9,25T56 (11/02/2019 - 29/06/2019),20180129527,3.50,REPROVADO
1,ECT2207,PROBABILIDADE E ESTATÍSTICA,1,1914304-6,46T34 (11/02/2019 - 29/06/2019),20170030690,-,INDEFERIDO
1,CIV1202,GESTÃO AMBIENTAL,1,3064594-0,24M12,20170030690,5.60,APROVADO POR NOTA
1,CIV1205,QUALIDADE DA ÁGUA,1,3057847-9,24M34,20170030690,2.40,REPROVADO
1,ECT2204,INTRODUÇÃO À FÍSICA CLÁSSICA I,1,2550037-8,35T34 (11/02/2019 - 29/06/2019),20170030690,-,DESISTENCIA
1,ECT2201,CÁLCULO II,2,2998751-4,35T56 (11/02/2019 - 29/06/2019),20170030690,0.70,REPROVADO
1,ECT2303,LINGUAGEM DE PROGRAMAÇÃO,02B,"2836616-8,1805797-9",46M34  4T56 (11/02/2019 - 29/06/2019),20180040538,6.00,APROVADO POR NOTA
1,ECT2204,INTRODUÇÃO À FÍSICA CLÁSSICA I,2,2913810-0,35T34 (11/02/2019 - 29/06/2019),20180040538,0.20,REPROVADO POR MÉDIA E POR FALTAS
1,ECT2206,"GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO",1,1753067-1,35T12 (11/02/2019 - 29/06/2019),20180040538,8.10,APROVADO
1,ECT2306,MEIO AMBIENTE E DESENVOLVIMENTO URBANO,2,1672409-9,35M56 (11/02/2019 - 29/06/2019),20180040538,-,TRANCADO
1,ECT2207,PROBABILIDADE E ESTATÍSTICA,1,1914304-6,46T34 (11/02/2019 - 29/06/2019),20180040538,1.60,REPROVADO
1,ECT2201,CÁLCULO II,2,2998751-4,35T56 (11/02/2019 - 29/06/2019),20180040538,0.00,REPROVADO POR MÉDIA E POR FALTAS
1,ECT2205,PRÁTICAS DE LEITURA E ESCRITA II,3,3891450-8,2T56 (11/02/2019 - 29/06/2019),20180041992,2.30,REPROVADO POR MÉDIA E POR FALTAS
1,ECT2202,ÁLGEBRA LINEAR,3,2352793-7,46T12 (11/02/2019 - 29/06/2019),20180041992,0.00,REPROVADO
1,ECT2201,CÁLCULO II,3,2141197-4,35T12 (11/02/2019 - 29/06/2019),20180041992,0.80,REPROVADO POR MÉDIA E POR FALTAS
1,DCO1003,REDES DE COMPUTADORES,1,1804383-8,35N12,20180041992,-,INDEFERIDO
1,ECT2204,INTRODUÇÃO À FÍSICA CLÁSSICA I,3,1808127-6,35T56 (11/02/2019 - 29/06/2019),20180041992,0.60,REPROVADO
1,ECT2207,PROBABILIDADE E ESTATÍSTICA,2,1753234-7,46T56 (11/02/2019 - 29/06/2019),20180041992,3.30,REPROVADO
1,ECT2203,LÓGICA DE PROGRAMAÇÃO,05A,1312423-6,3T34  46N12 (11/02/2019 - 15/06/2019),20180041992,8.50,APROVADO
1,MEC1704,MECÂNICA DOS SÓLIDOS III,1,3046530-5,46M34 (11/02/2019 - 29/06/2019),2014096802,-,INDEFERIDO
1,MEC1701,PROCESSOS DE FABRICAÇÃO MECÂNICA II,1,2613355-7,35M34 (11/02/2019 - 29/06/2019),2014096802,6.20,APROVADO POR NOTA
1,MEC1602,SISTEMAS TÉRMICOS II,1,1770049-5,35T34 (11/02/2019 - 29/06/2019),2014096802,0.80,REPROVADO
1,MEC1705,CAD PARA ENGENHARIA II,1,"3357809-7,347936-8",2M1234 (11/02/2019 - 29/06/2019),2014096802,8.00,APROVADO
1,MEC1508,DINÂMICA,1,1837132-1,46M12 (11/02/2019 - 29/06/2019),2014096802,1.30,REPROVADO
1,DCA0214.1,ESTRUTURAS DE DADOS - LABORATÓRIO,1,3104443-5,6M34,20150125545,4.30,REPROVADO
1,DCA0214.0,ESTRUTURAS DE DADOS - TEORIA,1,3104443-5,24M34,20150125545,3.80,REPROVADO
1,DCA0110,MODELAGEM E ANALISE DE SISTEMAS DINAMICOS,2,1328152-8,35M34,20150125545,5.20,APROVADO POR NOTA
1,ELE1717,SISTEMAS DIGITAIS,1,2566657-8,3T3456,20150125545,5.20,APROVADO POR NOTA
1,DCA0104,ARQUITETURA DE COMPUTADORES,1,2452782-5,24M12,20150125545,7.00,APROVADO
1,MEC1834,INTRODUÇÃO  AOS ELEMENTOS DE MÁQUINAS,1,"5220696-5,434906-9",46M56,20150125545,5.60,APROVADO POR NOTA
1,ELE1622,INSTRUMENTAÇÃO INDUSTRIAL,1,"3088731-5,2247492-9",35M56,20150125545,5.00,APROVADO POR NOTA
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,3,2565098-1,25M34 (11/02/2019 - 29/06/2019),20180146297,-,INDEFERIDO
1,ECT2203,LÓGICA DE PROGRAMAÇÃO,03C,1434796-4,4M56  46T34 (11/02/2019 - 15/06/2019),20180146297,6.20,APROVADO POR NOTA
1,ECT2103,CÁLCULO I,3,1091102-4,2356M56 (22/04/2019 - 29/06/2019),20180146297,0.10,REPROVADO POR MÉDIA E POR FALTAS
1,ECT2104,QUÍMICA GERAL,03A,3432383-1,36M34  3T12 (11/02/2019 - 29/06/2019),20180146297,-,INDEFERIDO
1,ECT2205,PRÁTICAS DE LEITURA E ESCRITA II,3,3891450-8,2T56 (11/02/2019 - 29/06/2019),20180146297,6.30,APROVADO POR NOTA
1,ECT2204,INTRODUÇÃO À FÍSICA CLÁSSICA I,2,2913810-0,35T34 (11/02/2019 - 29/06/2019),20180109168,4.50,REPROVADO
1,ECT2205,PRÁTICAS DE LEITURA E ESCRITA II,1,2087054-1,2M56 (11/02/2019 - 29/06/2019),20180109168,6.40,APROVADO POR NOTA
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,3,2565098-1,25M34 (11/02/2019 - 29/06/2019),20180109168,9.00,APROVADO
1,ECT2207,PROBABILIDADE E ESTATÍSTICA,2,1753234-7,46T56 (11/02/2019 - 29/06/2019),20180109168,8.50,APROVADO
1,FPE0087,LÍNGUA BRASILEIRA DE SINAIS - LIBRAS,12,3241022-2,35M12 (11/02/2019 - 29/06/2019),2016022693,-,INDEFERIDO
1,ECT2301,CÁLCULO III,2,1753781-1,46M56 (11/02/2019 - 29/06/2019),2016022693,-,DESISTENCIA
1,MEC1505,CAD PARA ENGENHARIA I,1,1792669-8,35M3456 (11/02/2019 - 16/04/2019),2016022693,-,INDEFERIDO
1,DCA0214.1,ESTRUTURAS DE DADOS - LABORATÓRIO,1,3104443-5,6M34,20160148122,6.20,APROVADO POR NOTA
1,DCA0214.0,ESTRUTURAS DE DADOS - TEORIA,1,3104443-5,24M34,20160148122,7.70,APROVADO
1,ECT2413,MECÂNICA DOS FLUIDOS,1,1271737-3,35T12 (11/02/2019 - 29/06/2019),20170032550,6.50,APROVADO POR NOTA
1,DCA0100,MATEMATICA DISCRETA,1,1149639-0,35M56,20170032550,8.60,APROVADO
1,ECT2412,MECÂNICA DOS SÓLIDOS,3,1752508-1,46M34 (11/02/2019 - 29/06/2019),20170032550,5.80,APROVADO POR NOTA
1,ECT2206,"GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO",1,1753067-1,35T12 (11/02/2019 - 29/06/2019),20180043039,7.00,APROVADO
1,ECT2204,INTRODUÇÃO À FÍSICA CLÁSSICA I,2,2913810-0,35T34 (11/02/2019 - 29/06/2019),20180043039,3.00,REPROVADO
1,ECT2207,PROBABILIDADE E ESTATÍSTICA,1,1914304-6,46T34 (11/02/2019 - 29/06/2019),20180043039,0.20,REPROVADO POR MÉDIA E POR FALTAS
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,1,2571630-3,25M56 (11/02/2019 - 29/06/2019),20180043039,2.70,REPROVADO
1,ECT2203,LÓGICA DE PROGRAMAÇÃO,01D,1943220-0,3M56  46T12 (11/02/2019 - 15/06/2019),20180043039,6.90,APROVADO POR NOTA
1,ICE1041,ENDOCRINOLOGIA COMPORTAMENTAL,1,6346130-9,35T12 (11/02/2019 - 29/06/2019),20160001748,-,DESISTENCIA
1,ICE1009,NEUROBIOLOGIA DOS ESTADOS PATOLÓGICOS,1,1698305-1,35M234 (02/04/2019 - 29/06/2019),20160001748,2.10,REPROVADO
1,ICE1004,BIOFÍSICA NEURAL,1,2069422-1,35T56 (25/04/2019 - 29/06/2019),20160001748,1.70,REPROVADO
1,ECT2412,MECÂNICA DOS SÓLIDOS,1,2087565-9,46T34 (11/02/2019 - 29/06/2019),20160001748,5.30,APROVADO POR NOTA
1,DCA0122,INSTRUMENTAÇÃO,1,1284113-9,24M56,20160148122,6.40,APROVADO POR NOTA
1,DCA0104,ARQUITETURA DE COMPUTADORES,1,2452782-5,24M12,20160148122,8.40,APROVADO
1,DEB0505,GESTÃO E EMPREENDEDORISMO NA SAÚDE,1,1229030-2,6T3456,20170146892,9.50,APROVADO
1,ECT2608,METODOLOGIA DA PESQUISA PARA O TRABALHO DE CONCLUSÃO DE CURSO EM CIÊNCIAS E TECNOLOGIA,1,"1673239-3,1746024-9",5T56 (11/02/2019 - 29/06/2019),2016016337,7.40,APROVADO
1,ECT2301,CÁLCULO III,4,2583622-8,46N12 (11/02/2019 - 29/06/2019),20170139548,5.00,APROVADO POR NOTA
1,ECT2412,MECÂNICA DOS SÓLIDOS,4,"2087565-9,1752508-1",46N12 (11/02/2019 - 29/06/2019),20160142737,1.40,REPROVADO
1,ECT2301,CÁLCULO III,5,2583622-8,46N34 (11/02/2019 - 29/06/2019),20160142737,5.00,APROVADO POR NOTA
1,MTR0305,PROPRIEDADES FÍSICAS DOS MATERIAIS,1,1298936-5,24T12,2016011690,5.20,APROVADO POR NOTA
1,MTR0303,NANOMATERIAIS,1,1883170-4,24T34,2016011690,6.00,APROVADO POR NOTA
1,MTR0302,ENGENHARIA DOS MATERIAIS EXPERIMENTAL,1,"1300987-9,1639676-8,1652765-0",35T56,2016011690,7.30,APROVADO
1,MTR0351,FÍSICA DE POLÍMEROS,1,1755267-4,24N34,2016011690,6.60,APROVADO POR NOTA
1,ECT2201,CÁLCULO II,3,2141197-4,35T12 (11/02/2019 - 29/06/2019),20170183027,0.00,CANCELADO
1,ECT2203,LÓGICA DE PROGRAMAÇÃO,01C,1943220-0,3M56  46T12 (11/02/2019 - 15/06/2019),20170183027,-,INDEFERIDO
1,ECT2204,INTRODUÇÃO À FÍSICA CLÁSSICA I,2,2913810-0,35T34 (11/02/2019 - 29/06/2019),20170182997,5.70,APROVADO POR NOTA
1,ECT2202,ÁLGEBRA LINEAR,4,2340200-0,46N12 (11/02/2019 - 29/06/2019),20170182997,-,INDEFERIDO
1,ECT2201,CÁLCULO II,3,2141197-4,35T12 (11/02/2019 - 29/06/2019),20170182997,1.00,REPROVADO
1,ECT2206,"GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO",2,1753123-5,35T12 (11/02/2019 - 29/06/2019),20180037514,6.20,APROVADO POR NOTA
1,ECT2207,PROBABILIDADE E ESTATÍSTICA,1,1914304-6,46T34 (11/02/2019 - 29/06/2019),20180037514,-,DESISTENCIA
1,ECT2302,METODOLOGIA CIENTÍFICA E TECNOLÓGICA,3,3242299-9,3M34 (11/02/2019 - 29/06/2019),20180037514,7.00,APROVADO
1,ECT2301,CÁLCULO III,2,1753781-1,46M56 (11/02/2019 - 29/06/2019),20180037514,0.70,REPROVADO
1,ECT2202,ÁLGEBRA LINEAR,2,1756325-1,46T56 (11/02/2019 - 29/06/2019),20180037514,-,DESISTENCIA
