"__v",_id,classificacao,dificuldade,enunciado,enunciadoLatex,likes,oculta,resultados.0._id,resultados.0.entradas.0,resultados.0.entradas.1,resultados.0.entradas.10,resultados.0.entradas.11,resultados.0.entradas.12,resultados.0.entradas.13,resultados.0.entradas.14,resultados.0.entradas.15,resultados.0.entradas.16,resultados.0.entradas.17,resultados.0.entradas.18,resultados.0.entradas.19,resultados.0.entradas.2,resultados.0.entradas.20,resultados.0.entradas.21,resultados.0.entradas.22,resultados.0.entradas.23,resultados.0.entradas.24,resultados.0.entradas.25,resultados.0.entradas.26,resultados.0.entradas.27,resultados.0.entradas.28,resultados.0.entradas.29,resultados.0.entradas.3,resultados.0.entradas.30,resultados.0.entradas.31,resultados.0.entradas.32,resultados.0.entradas.33,resultados.0.entradas.34,resultados.0.entradas.35,resultados.0.entradas.36,resultados.0.entradas.37,resultados.0.entradas.38,resultados.0.entradas.39,resultados.0.entradas.4,resultados.0.entradas.40,resultados.0.entradas.41,resultados.0.entradas.42,resultados.0.entradas.43,resultados.0.entradas.44,resultados.0.entradas.45,resultados.0.entradas.46,resultados.0.entradas.47,resultados.0.entradas.48,resultados.0.entradas.49,resultados.0.entradas.5,resultados.0.entradas.50,resultados.0.entradas.51,resultados.0.entradas.52,resultados.0.entradas.53,resultados.0.entradas.54,resultados.0.entradas.55,resultados.0.entradas.56,resultados.0.entradas.57,resultados.0.entradas.58,resultados.0.entradas.59,resultados.0.entradas.6,resultados.0.entradas.60,resultados.0.entradas.61,resultados.0.entradas.62,resultados.0.entradas.63,resultados.0.entradas.64,resultados.0.entradas.65,resultados.0.entradas.66,resultados.0.entradas.67,resultados.0.entradas.68,resultados.0.entradas.69,resultados.0.entradas.7,resultados.0.entradas.70,resultados.0.entradas.71,resultados.0.entradas.72,resultados.0.entradas.73,resultados.0.entradas.74,resultados.0.entradas.75,resultados.0.entradas.76,resultados.0.entradas.77,resultados.0.entradas.78,resultados.0.entradas.79,resultados.0.entradas.8,resultados.0.entradas.80,resultados.0.entradas.9,resultados.0.saida,resultados.1._id,resultados.1.entradas.0,resultados.1.entradas.1,resultados.1.entradas.10,resultados.1.entradas.11,resultados.1.entradas.12,resultados.1.entradas.13,resultados.1.entradas.14,resultados.1.entradas.15,resultados.1.entradas.16,resultados.1.entradas.17,resultados.1.entradas.18,resultados.1.entradas.19,resultados.1.entradas.2,resultados.1.entradas.20,resultados.1.entradas.21,resultados.1.entradas.22,resultados.1.entradas.23,resultados.1.entradas.24,resultados.1.entradas.25,resultados.1.entradas.26,resultados.1.entradas.27,resultados.1.entradas.28,resultados.1.entradas.29,resultados.1.entradas.3,resultados.1.entradas.30,resultados.1.entradas.31,resultados.1.entradas.32,resultados.1.entradas.33,resultados.1.entradas.34,resultados.1.entradas.35,resultados.1.entradas.36,resultados.1.entradas.37,resultados.1.entradas.38,resultados.1.entradas.39,resultados.1.entradas.4,resultados.1.entradas.40,resultados.1.entradas.41,resultados.1.entradas.42,resultados.1.entradas.43,resultados.1.entradas.44,resultados.1.entradas.45,resultados.1.entradas.46,resultados.1.entradas.47,resultados.1.entradas.48,resultados.1.entradas.49,resultados.1.entradas.5,resultados.1.entradas.50,resultados.1.entradas.51,resultados.1.entradas.52,resultados.1.entradas.53,resultados.1.entradas.54,resultados.1.entradas.55,resultados.1.entradas.56,resultados.1.entradas.57,resultados.1.entradas.58,resultados.1.entradas.59,resultados.1.entradas.6,resultados.1.entradas.60,resultados.1.entradas.61,resultados.1.entradas.62,resultados.1.entradas.63,resultados.1.entradas.64,resultados.1.entradas.65,resultados.1.entradas.66,resultados.1.entradas.67,resultados.1.entradas.68,resultados.1.entradas.69,resultados.1.entradas.7,resultados.1.entradas.70,resultados.1.entradas.71,resultados.1.entradas.72,resultados.1.entradas.73,resultados.1.entradas.74,resultados.1.entradas.75,resultados.1.entradas.76,resultados.1.entradas.77,resultados.1.entradas.78,resultados.1.entradas.79,resultados.1.entradas.8,resultados.1.entradas.80,resultados.1.entradas.9,resultados.1.saida,resultados.2._id,resultados.2.entradas.0,resultados.2.entradas.1,resultados.2.entradas.10,resultados.2.entradas.11,resultados.2.entradas.12,resultados.2.entradas.13,resultados.2.entradas.14,resultados.2.entradas.15,resultados.2.entradas.16,resultados.2.entradas.17,resultados.2.entradas.18,resultados.2.entradas.19,resultados.2.entradas.2,resultados.2.entradas.20,resultados.2.entradas.21,resultados.2.entradas.22,resultados.2.entradas.23,resultados.2.entradas.24,resultados.2.entradas.25,resultados.2.entradas.26,resultados.2.entradas.27,resultados.2.entradas.28,resultados.2.entradas.29,resultados.2.entradas.3,resultados.2.entradas.30,resultados.2.entradas.31,resultados.2.entradas.32,resultados.2.entradas.33,resultados.2.entradas.34,resultados.2.entradas.35,resultados.2.entradas.36,resultados.2.entradas.37,resultados.2.entradas.38,resultados.2.entradas.39,resultados.2.entradas.4,resultados.2.entradas.40,resultados.2.entradas.41,resultados.2.entradas.42,resultados.2.entradas.43,resultados.2.entradas.44,resultados.2.entradas.45,resultados.2.entradas.46,resultados.2.entradas.47,resultados.2.entradas.48,resultados.2.entradas.49,resultados.2.entradas.5,resultados.2.entradas.50,resultados.2.entradas.51,resultados.2.entradas.52,resultados.2.entradas.53,resultados.2.entradas.54,resultados.2.entradas.55,resultados.2.entradas.56,resultados.2.entradas.57,resultados.2.entradas.58,resultados.2.entradas.59,resultados.2.entradas.6,resultados.2.entradas.60,resultados.2.entradas.61,resultados.2.entradas.62,resultados.2.entradas.63,resultados.2.entradas.64,resultados.2.entradas.65,resultados.2.entradas.66,resultados.2.entradas.67,resultados.2.entradas.68,resultados.2.entradas.69,resultados.2.entradas.7,resultados.2.entradas.70,resultados.2.entradas.71,resultados.2.entradas.72,resultados.2.entradas.73,resultados.2.entradas.74,resultados.2.entradas.75,resultados.2.entradas.76,resultados.2.entradas.77,resultados.2.entradas.78,resultados.2.entradas.79,resultados.2.entradas.8,resultados.2.entradas.80,resultados.2.entradas.9,resultados.2.saida,resultados.3._id,resultados.3.entradas.0,resultados.3.entradas.1,resultados.3.entradas.10,resultados.3.entradas.11,resultados.3.entradas.12,resultados.3.entradas.13,resultados.3.entradas.14,resultados.3.entradas.15,resultados.3.entradas.16,resultados.3.entradas.17,resultados.3.entradas.18,resultados.3.entradas.19,resultados.3.entradas.2,resultados.3.entradas.20,resultados.3.entradas.21,resultados.3.entradas.22,resultados.3.entradas.23,resultados.3.entradas.24,resultados.3.entradas.25,resultados.3.entradas.26,resultados.3.entradas.27,resultados.3.entradas.28,resultados.3.entradas.29,resultados.3.entradas.3,resultados.3.entradas.30,resultados.3.entradas.31,resultados.3.entradas.32,resultados.3.entradas.33,resultados.3.entradas.34,resultados.3.entradas.35,resultados.3.entradas.36,resultados.3.entradas.37,resultados.3.entradas.38,resultados.3.entradas.39,resultados.3.entradas.4,resultados.3.entradas.40,resultados.3.entradas.41,resultados.3.entradas.42,resultados.3.entradas.43,resultados.3.entradas.44,resultados.3.entradas.45,resultados.3.entradas.46,resultados.3.entradas.47,resultados.3.entradas.48,resultados.3.entradas.49,resultados.3.entradas.5,resultados.3.entradas.50,resultados.3.entradas.51,resultados.3.entradas.52,resultados.3.entradas.53,resultados.3.entradas.54,resultados.3.entradas.55,resultados.3.entradas.56,resultados.3.entradas.57,resultados.3.entradas.58,resultados.3.entradas.59,resultados.3.entradas.6,resultados.3.entradas.60,resultados.3.entradas.61,resultados.3.entradas.62,resultados.3.entradas.63,resultados.3.entradas.64,resultados.3.entradas.65,resultados.3.entradas.66,resultados.3.entradas.67,resultados.3.entradas.68,resultados.3.entradas.69,resultados.3.entradas.7,resultados.3.entradas.70,resultados.3.entradas.71,resultados.3.entradas.72,resultados.3.entradas.73,resultados.3.entradas.74,resultados.3.entradas.75,resultados.3.entradas.76,resultados.3.entradas.77,resultados.3.entradas.78,resultados.3.entradas.79,resultados.3.entradas.8,resultados.3.entradas.80,resultados.3.entradas.9,resultados.3.saida,resultados.4._id,resultados.4.entradas.0,resultados.4.entradas.1,resultados.4.entradas.10,resultados.4.entradas.11,resultados.4.entradas.12,resultados.4.entradas.13,resultados.4.entradas.14,resultados.4.entradas.15,resultados.4.entradas.16,resultados.4.entradas.17,resultados.4.entradas.18,resultados.4.entradas.19,resultados.4.entradas.2,resultados.4.entradas.20,resultados.4.entradas.3,resultados.4.entradas.4,resultados.4.entradas.5,resultados.4.entradas.6,resultados.4.entradas.7,resultados.4.entradas.8,resultados.4.entradas.9,resultados.4.saida,solucao,tags.0,tags.1,titulo
0,59d285f2df263244530b6f3f,Fixação,Muito fácil,14) Implemente um programa que recebe 20 números inteiros positivos e os armazena em um vetor A. Em seguida o programa deve separar os números pares e ímpares em dois vetores de pares e ímpares. Os números pares e ímpares devem ser armazenados nos seus respectivos vetores.,,14,false,59d28952df263244530b6f56,1,2,11,12,13,14,15,16,17,18,19,20,3,,,,,,,,,,,4,,,,,,,,,,,5,,,,,,,,,,,6,,,,,,,,,,,7,,,,,,,,,,,8,,,,,,,,,,,9,,10,"Pares: 2,4,6,8,10,12,14,16,18,20
Impares: 1,3,5,7,9,11,13,15,17,19",59d28952df263244530b6f55,2,2,2,2,2,2,2,2,2,2,1,1,2,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,2,,2,"Pares: 2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Impares: 1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"var a=[20], par=[],imp=[],contp=0,conti=0;

for(var i=0; i<20; i++){
	
	a[i] = parseInt(prompt());
		
	if(a[i]%2===0){
		par[contp] = a[i];
		contp++;
		}
	else{
		imp[conti] = a[i];
		conti++;
		}
}

alert(""Pares: "" + par + ""\nImpares: "" + imp);
",,,Separando Vetor
0,59d288ddf1bbc9444e336fec,Fixação,Muito fácil,"15) Implemente um programa que recebe 20 números inteiros positivos e os armazena em um vetor A. Depois separe os números em três vetores:
a) Vetor dos números que são múltiplos de 3.
b) Vetor dos números que são múltiplos de 4.
c) Vetor dos números não são múltiplos, nem de 3 e nem de 4.",,10,false,5a2ed17e450e51479038340f,1,2,11,12,13,14,15,16,17,18,19,20,3,,,,,,,,,,,4,,,,,,,,,,,5,,,,,,,,,,,6,,,,,,,,,,,7,,,,,,,,,,,8,,,,,,,,,,,9,,10,"a)3,6,9,12,15,18
b)4,8,12,16,20
c)1,2,5,7,10,11,13,14,17,19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	var w=0,k=0,a=0;
	var V=[], M_3 = [],others= [], M_4=[];
	for( i=0;i<20;i++){
		V[i] = parseInt (prompt(""""));
		if(V[i]%3==0 && V[i]){
			M_3[w]=V[i];
			w++;

		}
		if(V[i]%4==0 && V[i]){
				
			M_4[k]=V[i];
			k++;
				
		}
		else if (V[i]%3 && V[i]) {
			others[a] = V[i];
			a++;

		}

	}

	alert(""a)"" + M_3 +""\nb)"" + M_4 + ""\nc)"" + others)

",arrays,vetores,Separar números em três vetores
0,59d28caa419e5c442b0c002a,Complementar,Médio,17)  Faça um programa que realiza uma busca em um vetor A de 15 elementos do tipo caractere (char). O usuário deve digitar um caractere que deve ser encontrado no vetor e programa deve informar o índice quem o caractere está no vetor. Se o caractere se repetir no vetor o programa deve informar todos os índices.,,9,false,59d28caa419e5c442b0c002c,a,b,x,q,a,d,p,a,,,,,c,,,,,,,,,,,d,,,,,,,,,,,e,,,,,,,,,,,f,,,,,,,,,,,g,,,,,,,,,,,h,,,,,,,,,,,i,,w,0 12,59d28caa419e5c442b0c002b,c,d,x,1,1,d,p,c,,,,,c,,,,,,,,,,,d,,,,,,,,,,,e,,,,,,,,,,,c,,,,,,,,,,,g,,,,,,,,,,,h,,,,,,,,,,,7,,w,0 2 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"var A =[];
	
	for(i = 0; i<15;i++){
		A[i] =prompt("""");
	}
	c =prompt("""")
	for(i = 0; i<15;i++){
		if(A[i] == c)
			alert(i+ "" "")
	}
",arrays,vetores,Buscar em vetor
0,59d29750dc0ada44262e5ad3,Fixação,Muito fácil,"16.Implemente um programa que recebe 10 números inteiros e os armazena em um vetor. Em seguida, o programa recebe um número indeterminado de vezes, três valores inteiros ""O""(ordem), ""P""(primeiro) e ""U""(último). O valor ""O"" indica a ordem em que o vetor será escrito (‘1’– normal, ‘2’–inversa), ""P"" representa a posição do primeiro número (de acordo com a ordem definida em ""O"") a ser escrito, enquanto ""U"" representa a posição do último. Considere que usuário entrará com valores no intervalo 1 <= ""P""<= ""U""<= 10, e que o programa se encerra quando é dado o valor 0 (zero) para ""O"".",,9,false,59d297e2dc0ada44262e5ad9,60,30,1,3,7,0,3,7,,,,,100,,,,,,,,,,,50,,,,,,,,,,,10,,,,,,,,,,,90,,,,,,,,,,,20,,,,,,,,,,,40,,,,,,,,,,,80,,70,100 50 10 90 20,59d297e2dc0ada44262e5ad8,60,30,2,3,7,0,3,7,,,,,100,,,,,,,,,,,50,,,,,,,,,,,10,,,,,,,,,,,90,,,,,,,,,,,20,,,,,,,,,,,40,,,,,,,,,,,80,,70,40 20 90 10 50,59d297e2dc0ada44262e5ad7,60,30,0,3,7,,,,,,,,100,,,,,,,,,,,50,,,,,,,,,,,10,,,,,,,,,,,90,,,,,,,,,,,20,,,,,,,,,,,40,,,,,,,,,,,80,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"var v=[10], o, p, u;

for(var i=0; i<10; i++){
	v[i]= parseInt(prompt());
	}
	
	o = parseInt(prompt(""Insira a ordem:""));
	p = parseInt(prompt(""Insira o primeiro""));
	u = parseInt(prompt(""Insira o ultimo""));
	
while(o!=0){
	
	if(o == 1){
		for(var j=p-1; j<u; j++){
			alert(v[j] + "" "");
			}
		}
	
	else{
		for(var k=10-p; k>=10-u;k--){
			alert(v[k] + "" "");
			}
		}
		
    o = parseInt(prompt(""Insira a ordem:""));
	p = parseInt(prompt(""Insira o primeiro""));
	u = parseInt(prompt(""Insira o ultimo""));
		}",,,Seleciona Intervalo Crescente ou Decrescente
0,59db794c08837f53801e6e79,Complementar,Muito fácil,"Em um país imaginário denominado Lisarb, todos os habitantes ficam felizes em pagar seus impostos, pois sabem que nele não existem políticos corruptos e os recursos arrecadados são utilizados em benefício da população, sem qualquer desvio. A moeda deste país é o Rombus, cujo símbolo é o R$. Leia um número real equivalente ao salário de uma pessoa de Lisarb. Em seguida, calcule e mostre o valor que esta pessoa deve pagar de Imposto de Renda, segundo as informações abaixo.

Isento   -->  de 0.00 a R$ 2000.00  
8 %       --> de R$ 2000.01 até R$ 3000.00
18 %     --> de R$ 3000.01 até R$ 4500.00
28 %     --> acime de 4500.00

Lembre que, se o salário for R$ 3002.00, a taxa que incide é de 8% apenas sobre R$ 1000.00, pois a faixa de salário que fica de R$ 0.00 até R$ 2000.00 é isenta de Imposto de Renda. No exemplo fornecido (abaixo), a taxa é de 8% sobre R$ 1000.00 + 18% sobre R$ 2.00, o que resulta em R$ 80.36 no total. Imprima o texto ""R$"" seguido de um espaço e do valor total devido de Imposto de Renda. Se o valor de entrada for menor ou igual a 2000, deverá ser impressa a mensagem ""Isento"". Questão baseada no problema 1051 do site https://www.urionlinejudge.com.br.",,0,true,5b3cc1359513a60408ac1f52,3002.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R$ 80.36,5b3cc1359513a60408ac1f53,1701.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isento,5b3cc1359513a60408ac1f54,4520.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R$ 355.6,5b3cc1359513a60408ac1f55,2500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R$ 40,,,,,,,,,,,,,,,,,,,,,,,,"imposto = 0; 
salario = parseFloat(prompt(""Entre com o salário"")); 

if ( salario <= 2000 ) {
    alert(""Isento"")
}
else { 

    if ( salario <= 3000 ) {
        imposto = (salario - 2000)*0.08; 
    }
    else if ( salario <= 4500 ) {
        sobra = salario - 3000; 
        imposto = 1000*0.08 + sobra*0.18 
    }
    else {
        sobra = salario - 4500; 
        imposto = 1000*0.08 + 1500*0.18 + sobra*0.28 
        
    }
    alert(""R$ ""+imposto)
}
",estruturas condicionais,,Imposto de renda em Lisarb
0,59db7de208837f53801e6e81,Complementar,Fácil,"[P1 1,5 Pontos] Leia vários valores Inteiros. O programa só para quando o usuário digita 0 (zero). Retirando o número zero, o programa deve mostrar quantos valores digitados foram pares, quantos valores digitados foram ímpares, quantos valores digitados foram positivos e quantos valores digitados foram negativos. Imprima a mensagem conforme o exemplo fornecido, uma mensagem por linha, não esquecendo o final de linha após cada uma.  Questão baseada no problema 1066 do site https://www.urionlinejudge.com.br.",,0,false,59ffc043d92ecc4795e5b6d5,-5,-3,,,,,,,,,,,-4,,,,,,,,,,,12,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2 par(es)
2 impar(es)
1 positivo(s)
3 negativo(s)",59ffc043d92ecc4795e5b6d6,-15,-23,,,,,,,,,,,-14,,,,,,,,,,,2,,,,,,,,,,,24,,,,,,,,,,,3,,,,,,,,,,,4,,,,,,,,,,,2,,,,,,,,,,,37,,0,"5 par(es)
4 impar(es)
6 positivo(s)
3 negativo(s)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"var contPar = 0, contImp = 0, contPos = 0, contNeg = 0; 
n = parseInt(prompt(""Entre com um número:""));
while ( n != 0) {
    if ( n > 0) 
        contPos++;
    if ( n < 0)
        contNeg++;
    if ( n % 2 == 0) 
        contPar++
    else
        contImp++
    n = parseInt(prompt(""Entre com um número:""));
}
alert(contPar+"" par(es)\n""+contImp+"" impar(es)\n""+contPos+"" positivo(s)\n""+contNeg+"" negativo(s)"")",estruturas de repetição,estruturas de repetição condicional,"Números pares, ímpares, positivos e negativos"
0,59db8176ca6b8d5359ba02c3,Complementar,Médio,"[P1 1,5 Pontos] Leia um valor inteiro N. Eleve ao cubo e apresente todos os valores pares positivos menores que N, inclusive N, se for o caso. Imprima o cubo de cada um dos valores pares conforme o exemplo. Considere que o usuário sempre vai digitar valores inteiros positivos para N. Questão baseada no problema 1073 do site https://www.urionlinejudge.com.br.",,0,false,59ffc0a2450e514790382b9a,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 8 64 216 512 1000,59ffc0a2450e514790382b9b,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 8 64 216 512 1000 1728 2744 4096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"n = parseInt(prompt(""Entre com um valor inteiro: "")); 
cont = 0; 
while(cont <= n) {
    if ( cont % 2 == 0  )
        alert(Math.pow(cont,3)+"" "");
    cont++
}
",estruturas de repetição,laço contado,O cubo de valores pares positivos menores que N
0,59db8444ca6b8d5359ba02c6,Complementar,Médio,"[P1 1,5 Pontos] Leia um valor inteiro N. Apresente todos os números entre 50 e 300 que divididos por N dão resto igual a 2. Imprima todos valores que quando divididos por N dão resto igual a 2, conforme o exemplo. Questão baseada no problema 1075 do site https://www.urionlinejudge.com.br.",,0,false,59ffc0c484fb1d476d484907,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71 94 117 140 163 186 209 232 255 278,59ffc0c484fb1d476d484908,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90 134 178 222 266,59ffc0c484fb1d476d484909,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57 112 167 222 277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cont = 50; 
n = parseInt(prompt(""Entre com um número""))
while (cont < 300) {
    if ( cont % n == 2 )
        alert(cont + "" "");
    cont++
}",estruturas de repetição,prova,Divididos por N dão resto 2
0,59db884b14679e5354aa7e12,Complementar,Médio,"[P1 1,0 Pontos] Você deve fazer um programa que leia um valor qualquer e apresente uma mensagem dizendo em qual dos seguintes intervalos ([0,25], (25,50], (50,75], (75,100]) este valor se encontra. Obviamente se o valor não estiver em nenhum destes intervalos, deverá ser impressa a mensagem “Fora”. Questão baseada no problema 1037 do site https://www.urionlinejudge.com.br.

O símbolo ( representa ""maior que"". Por exemplo:
[0,25]  indica valores entre 0 e 25.0000, inclusive eles.
(25,50] indica valores maiores que 25 Ex: 25.00001 até o valor 50.0000000",,0,false,59ffc12fd92ecc4795e5b6d9,25.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(25,50]",59ffc12fd92ecc4795e5b6da,-25.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fora,59ffc12fd92ecc4795e5b6db,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(50,75]",59ffc12fd92ecc4795e5b6dc,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0,25]",59ffc12fd92ecc4795e5b6dd,1201,,,,,,,,,,,,,,,,,,,,,Fora,"x = parseFloat(prompt(""Entre com um número"")); 


if ( x < 0 ) 
    alert(""Fora"")
else if ( x <= 25 )  // [0,25]
    alert(""[0,25]"")
else if ( x <= 50 )  // (25,50]
    alert(""(25,50]"")
else if ( x <= 75 )  // (50,75]
    alert(""(50,75]"")
else if ( x <= 100 ) // (75,100]
    alert(""(75,100]"")
else 
    alert(""Fora"")",estruturas condicionais,prova,"Intervalos ([0,25], (25,50], (50,75], (75,100])"
0,59db90a5ca6b8d5359ba02cd,Complementar,Difícil,"[P1 3,0 Pontos] Uma loja está realizando uma análise das mercadorias em estoque. Escreva um programa capaz de ler o valor de cada mercadoria e parar quando o funcionário desejar. O programa precisa validar preço da mercadoria não permitindo valores negativos ou nulos, quando o usuário errar o programa deve solicitar novamente o preço da mercadoria. A quantidade de mercadorias não é informada previamente. O programa deve parar quando o funcionário responder 'n', de 'não', para a seguinte pergunta: ""Deseja informar mais mercadorias?(s/n)"". O programa deve informar a quantidade total de mercadorias fornecidas pelo funcionário, a soma do valor de todas as mercadorias e a média de valor das mercadorias.",,0,false,59ffc14aad84cc47682e539d,-1.56,-2.45,n,,,,,,,,,,-3.55,,,,,,,,,,,1.20,,,,,,,,,,,s,,,,,,,,,,,2.40,,,,,,,,,,,s,,,,,,,,,,,6.40,,,,,,,,,,,s,,3.20,"Quantidade: 4
Soma: 13.2
Media: 3.3",59ffc14aad84cc47682e539e,-1.56,-2.45,-3.55,-21.20,22.40,s,13.20,n,,,,,-3.55,,,,,,,,,,,1.20,,,,,,,,,,,s,,,,,,,,,,,22.60,,,,,,,,,,,s,,,,,,,,,,,45.40,,,,,,,,,,,s,,-2.45,"Quantidade: 5
Soma: 104.8
Media: 20.96",59ffc14aad84cc47682e539f,2.20,s,,,,,,,,,,,3.40,,,,,,,,,,,s,,,,,,,,,,,5.20,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quantidade: 3
Soma: 10.8
Media: 3.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"var r = ""s"", soma = 0, media = 0, quantidade = 0; 

while (r != ""n"") {
    valor = parseFloat(prompt(""Entre com o valor da mercadoria: ""));
    while ( valor <= 0 ){
        valor = parseFloat(prompt(""Valor incorreto! Entre com o valor da mercadoria, novamente: ""));
    }
    soma = soma + valor; 
    quantidade++; 
    r = prompt(""Deseja entrar com uma nova mercadoria?(s/n)"")
    
}
media = soma / quantidade; 
alert(""Quantidade: ""+quantidade+""\nSoma: ""+soma+""\nMedia: ""+media)",estruturas condicionais,estrutras de repetição aninhadas,Análise de mercadorias
